🕘️更新时间,#genre#
2026-07-05 19:24:45,https://iptv.catvod.com/catvod?id=CCTV-1%E9%AB%98%E6%B8%85&line=1

📺央视频道,#genre#
CCTV1,https://iptv.catvod.com/catvod?id=CCTV-1%E9%AB%98%E6%B8%85&line=1
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=10
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=12
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=11
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=15
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=13
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=6
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=7
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
CCTV1,https://iptv.catvod.com/catvod?id=CCTV1&line=5
CCTV2,https://iptv.catvod.com/catvod?id=CCTV-2%E9%AB%98%E6%B8%85&line=1
CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2
CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2%20%E8%B4%A2%E7%BB%8F
CCTV2,http://bxtv.3a.ink/api.php?id=cctv2
CCTV3,https://iptv.catvod.com/live.php?id=CCTV-3
CCTV3,https://iptv.catvod.com/catvod?id=CCTV3&line=10
CCTV3,https://iptv.catvod.com/catvod?id=CCTV3&line=11
CCTV3,https://iptv.catvod.com/catvod?id=CCTV3%E7%BB%BC%E8%89%BA&line=1
CCTV3,https://iptv.catvod.com/catvod?id=CCTV3&line=13
CCTV3,https://iptv.catvod.com/live.php?id=CCTV-3%20%E7%BB%BC%E8%89%BA
CCTV3,https://iptv.catvod.com/catvod?id=CCTV3&line=12
CCTV3,http://bxtv.3a.ink/api.php?id=cctv3
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=9
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=2
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=8
CCTV4,https://iptv.catvod.com/live.php?id=CCTV-4K
CCTV4,https://iptv.catvod.com/live.php?id=CCTV-4
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=10
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=6
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4K%E8%B6%85%E9%AB%98%E6%B8%85&line=1
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=5
CCTV4,https://iptv.catvod.com/catvod?id=CCTV4&line=7
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=14
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5&line=13
CCTV5,https://iptv.catvod.com/live.php?id=CCTV-5%2B%20%E4%BD%93%E8%82%B2%E8%B5%9B%E4%BA%8B
CCTV5,https://iptv.catvod.com/live.php?id=CCTV-5plus
CCTV5,https://iptv.catvod.com/catvod?id=CCTV5%2B&line=2
CCTV5,https://iptv.catvod.com/catvod?id=CCTV5%2B&line=1
CCTV5,https://iptv.catvod.com/live.php?id=CCTV5plus
CCTV5,https://iptv.catvod.com/live.php?id=CCTV-5
CCTV6,https://iptv.catvod.com/live.php?id=CCTV-6%20%E7%94%B5%E5%BD%B1
CCTV6,https://iptv.catvod.com/catvod?id=CCTV6%E7%94%B5%E5%BD%B1&line=1
CCTV6,https://iptv.catvod.com/live.php?id=CCTV-6
CCTV7,https://iptv.catvod.com/catvod?id=CCTV7&line=3
CCTV7,https://iptv.catvod.com/live.php?id=CCTV-7
CCTV7,https://iptv.catvod.com/catvod?id=CCTV7&line=4
CCTV7,https://iptv.catvod.com/catvod?id=CCTV7&line=6
CCTV7,https://iptv.catvod.com/catvod?id=CCTV7&line=5
CCTV7,https://iptv.catvod.com/catvod?id=CCTV-7%E9%AB%98%E6%B8%85&line=1
CCTV7,https://iptv.catvod.com/catvod?id=CCTV7&line=1
CCTV7,https://iptv.catvod.com/live.php?id=CCTV-7%20%E5%9B%BD%E9%98%B2%E5%86%9B%E4%BA%8B
CCTV7,https://iptv.catvod.com/catvod?id=CCTV7&line=2
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=7
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=8
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=16
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=9
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=15
CCTV8,https://iptv.catvod.com/live.php?id=CCTV8K%E8%B6%85%E9%AB%98%E6%B8%85&line=1
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=12
CCTV8,https://iptv.catvod.com/live.php?id=CCTV-8%20%E7%94%B5%E8%A7%86%E5%89%A7
CCTV8,https://iptv.catvod.com/catvod?id=CCTV8&line=10
CCTV8,https://iptv.catvod.com/live.php?id=CCTV-8
CCTV9,https://iptv.catvod.com/live.php?id=CCTV-9
CCTV9,https://iptv.catvod.com/catvod?id=CCTV9&line=6
CCTV9,https://iptv.catvod.com/catvod?id=CCTV9&line=8
CCTV9,https://iptv.catvod.com/catvod?id=CCTV9&line=7
CCTV9,https://iptv.catvod.com/catvod?id=CCTV9&line=5
CCTV10,https://iptv.catvod.com/catvod?id=CCTV10&line=7
CCTV10,https://iptv.catvod.com/live.php?id=CCTV-10
CCTV10,https://iptv.catvod.com/catvod?id=CCTV10&line=8
CCTV10,https://iptv.catvod.com/catvod?id=CCTV10&line=6
CCTV10,https://iptv.catvod.com/catvod?id=CCTV10&line=9
CCTV10,https://iptv.catvod.com/catvod?id=CCTV10&line=10
CCTV10,https://iptv.catvod.com/catvod?id=CCTV10&line=11
CCTV10,https://iptv.catvod.com/live.php?id=CCTV-10%20%E7%A7%91%E6%95%99
CCTV11,https://iptv.catvod.com/live.php?id=CCTV11&line=8
CCTV11,https://iptv.catvod.com/live.php?id=CCTV-11
CCTV11,https://iptv.catvod.com/live.php?id=CCTV-11%20%E6%88%8F%E6%9B%B2
CCTV12,https://iptv.catvod.com/live.php?id=CCTV-12
CCTV12,https://iptv.catvod.com/live.php?id=CCTV-12%20%E7%A4%BE%E4%BC%9A%E4%B8%8E%E6%B3%95
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=6
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=9
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=7
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=3
CCTV13,https://iptv.catvod.com/live.php?id=CCTV-13%20%E6%96%B0%E9%97%BB
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=11
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=8
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=4
CCTV13,https://iptv.catvod.com/catvod?id=CCTV13&line=1
CCTV13,https://iptv.catvod.com/live.php?id=CCTV-13
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=6
CCTV14,https://iptv.catvod.com/live.php?id=CCTV-14%20%E5%B0%91%E5%84%BF
CCTV14,https://iptv.catvod.com/live.php?id=CCTV-14
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=7
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=8
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=4
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=5
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=2
CCTV14,https://iptv.catvod.com/catvod?id=CCTV14&line=1
CCTV15,https://iptv.catvod.com/live.php?id=CCTV-15
CCTV15,https://iptv.catvod.com/catvod?id=CCTV15%E9%9F%B3%E4%B9%90&line=1
CCTV15,https://iptv.catvod.com/catvod?id=CCTV15&line=7
CCTV15,https://iptv.catvod.com/catvod?id=CCTV15&line=4
CCTV15,https://iptv.catvod.com/live.php?id=CCTV-15%20%E9%9F%B3%E4%B9%90
CCTV15,https://iptv.catvod.com/catvod?id=CCTV15&line=6
CCTV15,https://iptv.catvod.com/catvod?id=CCTV15&line=5
CCTV16,https://iptv.catvod.com/live.php?id=CCTV16-4k
CCTV16,https://iptv.catvod.com/live.php?id=CCTV-16
CCTV16,https://iptv.catvod.com/live.php?id=CCTV16&line=3
CCTV16,https://iptv.catvod.com/catvod?id=CCTV16&line=1
CCTV17,https://iptv.catvod.com/live.php?id=CCTV-17%20%E5%86%9C%E4%B8%9A%E5%86%9C%E6%9D%91
CCTV17,https://iptv.catvod.com/live.php?id=CCTV-17
CETV1,https://stream1.freetv.fun/f3ae1dadd66863a3d8d2d948a4ab7ee00b38a1bc8bcfac8b6b51cd210d5fcf2e.ctv
CETV1,https://stream1.freetv.fun/da35c24c83335a7bcc71382e437f168201a41aa7b9806b67031a6b17c7930fdc.ctv

💰央视付费频道,#genre#
文化精品,https://hls-gateway.vpstv.net/streams/708832.m3u8
央视台球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视台球,https://hls-gateway.vpstv.net/streams/708855.m3u8
央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
风云音乐,https://hls-gateway.vpstv.net/streams/708858.m3u8
第一剧场,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
第一剧场,https://hls-gateway.vpstv.net/streams/708862.m3u8
第一剧场,http://tl.061833.xyz/tl/null-6
第一剧场,https://100.061833.xyz/stream/mytv/null-6/stream.m3u8?uid=2190244325&u=hahayy&p=29624e2e4c4ccee26ed8f3e0ca1012ea57a8f2191be6149f632250f7036119cc
风云剧场,https://hls-gateway.vpstv.net/streams/708861.m3u8
风云剧场,https://mursor.ottiptv.cc/mcp/fyjc.m3u8
怀旧剧场,https://cc06.tv12.xyz/52.m3u8
怀旧剧场,https://hls-gateway.vpstv.net/streams/708853.m3u8
怀旧剧场,https://mursor.ottiptv.cc/mcp/hjjc.m3u8
女性时尚,https://cc06.tv12.xyz/95.m3u8
高尔夫网球,https://hls-gateway.vpstv.net/streams/708857.m3u8
风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
风云足球,https://epg.pw/stream/ac8062ec9484078061d3bef507c15a423ac57ae4144e3fcc4b0a198dd420f911.m3u8
风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云足球,https://live.goodiptv.club/api/yqgd.php?id=fyzq
风云足球,https://hls-gateway.vpstv.net/streams/708859.m3u8
风云足球,https://cc06.tv12.xyz/41.m3u8
电视指南,https://cc06.tv12.xyz/39.m3u8
世界地理,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
世界地理,https://cc06.tv12.xyz/104.m3u8
兵器科技,https://hls-gateway.vpstv.net/streams/708856.m3u8

📡卫视频道,#genre#
广东卫视,https://iptv.catvod.com/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86%E5%8F%B0
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-87.m3u8
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-100.m3u8
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-73.ctv
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-33.m3u8
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-80.m3u8
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-83.ctv
